Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12699,2023-02-23,-0.429936333,-0.471978262,-0.370918813,21,100
Market-Adjusted Model,12717,2023-02-23,-0.080727906,-0.021996834,-0.021710387,21,100
Market-Adjusted Model,12741,2023-02-23,-0.049193905,0.0105067159,0.0098236147,21,100
Market-Adjusted Model,12745,2023-02-23,1.2083334569,0.9377191015,1.2673509762,21,100
Market-Adjusted Model,12747,2023-02-23,-0.053763496,0.0054662943,0.0052540228,21,100
Market-Adjusted Model,12748,2023-02-23,-0.019122174,0.0408406748,0.0398953451,21,100
Market-Adjusted Model,12751,2023-02-23,-0.156862693,-0.103669547,-0.097845174,21,100
Market-Adjusted Model,12753,2023-02-23,-0.046090533,0.0132319118,0.0129269862,21,100
Market-Adjusted Model,12754,2023-02-23,-0.089038387,-0.030905493,-0.030020867,21,100
Market-Adjusted Model,12756,2023-02-23,-0.124698326,-0.069103657,-0.065680807,21,100
Market-Adjusted Model,12759,2023-02-23,-0.185567009,-0.134935306,-0.12654949,21,100
Market-Adjusted Model,12781,2023-02-23,-0.087184292,-0.030040659,-0.028166773,21,100
Market-Adjusted Model,12783,2023-02-23,0.0129326062,0.075092931,0.0719501255,21,100
Market-Adjusted Model,12786,2023-02-23,0.0072288459,0.0781376997,0.0662463652,21,100
Market-Adjusted Model,12788,2023-02-23,-0.049399183,0.029535782,0.0096183366,21,100
Market-Adjusted Model,12796,2023-02-23,-0.127102407,-0.06822003,-0.068084887,21,100
Market-Adjusted Model,12826,2023-02-23,-0.0664163,-0.005919125,-0.007398781,21,100
Market-Adjusted Model,12828,2023-02-23,-0.165402148,-0.115397069,-0.106384629,21,100
Market-Adjusted Model,12839,2023-02-23,-0.020507747,0.0408513273,0.0385097722,21,100
Market-Adjusted Model,12840,2023-02-23,-0.324014168,-0.266807069,-0.264996648,21,100
Market-Adjusted Model,12841,2023-02-23,-0.047072839,0.0127363368,0.0119446804,21,100
Market-Adjusted Model,12842,2023-02-23,-0.002855576,0.0572374401,0.0561619438,21,100
Market-Adjusted Model,12844,2023-02-23,-0.004805227,0.0556433688,0.0542122921,21,100
Market-Adjusted Model,12847,2023-02-23,0.0267281021,0.0866041426,0.0857456214,21,100
Market-Adjusted Model,12852,2023-02-23,-0.175851281,-0.127027372,-0.116833761,21,100
Market-Adjusted Model,12867,2023-02-23,-0.064821043,-0.006285184,-0.005803524,21,100
Market-Adjusted Model,12868,2023-02-23,-0.092227541,-0.035438102,-0.033210021,21,100
Market-Adjusted Model,12870,2023-02-23,0.0068085379,0.0665514204,0.0658260572,21,100
Market-Adjusted Model,12871,2023-02-23,0.0661764909,0.1305142924,0.1251940102,21,100
Market-Adjusted Model,12872,2023-02-23,0.0565122701,0.118983938,0.1155297894,21,100
Market-Adjusted Model,12874,2023-02-23,-0.018549883,0.0412678546,0.0404676365,21,100
Market-Adjusted Model,12875,2023-02-23,-0.079551612,-0.021626182,-0.020534092,21,100
Market-Adjusted Model,12876,2023-02-23,-0.052302496,0.0068540498,0.0067150238,21,100
Market-Adjusted Model,12877,2023-02-23,0.0920634794,0.1653900744,0.1510809987,21,100
Market-Adjusted Model,12880,2023-02-23,0.0704069813,0.1924329049,0.1294245006,21,100
Market-Adjusted Model,12885,2023-02-23,-0.032571712,0.028031179,0.0264458072,21,100
Market-Adjusted Model,12886,2023-02-23,-0.243296914,-0.204915927,-0.184279395,21,100
Market-Adjusted Model,12890,2023-02-23,-0.066122069,0.0073705609,-0.00710455,21,100
Market-Adjusted Model,12895,2023-02-23,-0.006488836,0.0540700229,0.0525286835,21,100
Market-Adjusted Model,12899,2023-02-23,-0.057797077,0.0006436866,0.0012204421,21,100
Market-Adjusted Model,12902,2023-02-23,-0.012679863,0.0470883153,0.0463376562,21,100
Market-Adjusted Model,12904,2023-02-23,-0.018988505,0.0407730007,0.0400290144,21,100
Market-Adjusted Model,12905,2023-02-23,0.0167283781,0.0820683397,0.0757458974,21,100
Market-Adjusted Model,12912,2023-02-23,-0.054763074,0.0069611128,0.0042544451,21,100
Market-Adjusted Model,12913,2023-02-23,-0.17118736,-0.122707103,-0.112169841,21,100
Market-Adjusted Model,12919,2023-02-23,-0.001366133,0.0585057276,0.057651386,21,100
Market-Adjusted Model,12920,2023-02-23,-0.02885685,0.0322989199,0.0301606693,21,100
Market-Adjusted Model,12923,2023-02-23,-0.069434097,-0.008866686,-0.010416578,21,100
Market-Adjusted Model,12927,2023-02-23,-0.147130027,-0.090669701,-0.088112508,21,100
Market-Adjusted Model,12928,2023-02-23,-0.462427756,-0.528333376,-0.403410237,21,100
Market-Adjusted Model,12948,2023-02-23,-0.017897313,0.0422574355,0.0411202066,21,100
Market-Adjusted Model,12949,2023-02-23,-0.02221355,0.0379838572,0.0368039693,21,100
Market-Adjusted Model,12953,2023-02-23,-0.142011839,-0.090459751,-0.082994319,21,100
Market-Adjusted Model,12961,2023-02-23,-0.595414681,0.9898903239,-0.551526959,14,100
Market-Adjusted Model,12974,2023-02-23,-0.036968381,0.0231768139,0.0220491382,21,100
Market-Adjusted Model,12975,2023-02-23,-0.064823264,-0.006139993,-0.005805745,21,100
Market-Adjusted Model,12978,2023-02-23,-0.058022812,0.0013009067,0.0009947074,21,100
Market-Adjusted Model,12979,2023-02-23,-0.008020284,0.0517885673,0.0509972357,21,100
Market-Adjusted Model,12980,2023-02-23,-0.016068377,0.0437462708,0.0429491422,21,100
Market-Adjusted Model,12981,2023-02-23,-0.088252282,-0.028992376,-0.029234762,21,100
Market-Adjusted Model,12982,2023-02-23,-0.143646407,-0.09053629,-0.084628887,21,100
Market-Adjusted Model,12991,2023-02-23,0.030665289,0.0913482176,0.0896828083,21,100
Market-Adjusted Model,12994,2023-02-23,-0.053300495,0.008718409,0.005717024,21,100
Market-Adjusted Model,12996,2023-02-23,-0.018217204,0.041449238,0.0408003154,21,100
Market-Adjusted Model,12997,2023-02-23,-0.068191683,-0.00930475,-0.009174164,21,100
Market-Adjusted Model,12998,2023-02-23,-0.074545852,-0.015332377,-0.015528332,21,100
Market-Adjusted Model,12999,2023-02-23,-0.025606932,0.0348443299,0.0334105869,21,100
Market-Adjusted Model,13000,2023-02-23,0.0672090199,0.1267157277,0.1262265392,21,100
Market-Adjusted Model,13001,2023-02-23,-0.114732737,-0.059239108,-0.055715218,21,100
Market-Adjusted Model,13002,2023-02-23,0.0005248091,0.0609191931,0.0595423285,21,100
Market-Adjusted Model,13006,2023-02-23,-0.078947331,-0.020063615,-0.019929812,21,100
Market-Adjusted Model,13007,2023-02-23,-0.068850646,-0.010565079,-0.009833127,21,100
Market-Adjusted Model,13016,2023-02-23,-0.036980423,0.0233398105,0.0220370962,21,100
Market-Adjusted Model,13019,2023-02-23,-0.034864533,0.027718167,0.0241529864,21,100
Market-Adjusted Model,13023,2023-02-23,-0.014374248,0.0455658706,0.0446432716,21,100
Market-Adjusted Model,13024,2023-02-23,-0.031660002,0.0279501161,0.027357517,21,100
Market-Adjusted Model,13025,2023-02-23,-0.024470985,0.035363329,0.0345465341,21,100
Market-Adjusted Model,13026,2023-02-23,-0.01959016,0.0403546022,0.0394273593,21,100
Market-Adjusted Model,13027,2023-02-23,-0.044690403,0.0146216051,0.0143271168,21,100
Market-Adjusted Model,13029,2023-02-23,-0.03829754,0.0250523751,0.0207199791,21,100
Market-Adjusted Model,13030,2023-02-23,0.0702478689,0.1626614532,0.1292653882,21,100
Market-Adjusted Model,13031,2023-02-23,-0.015077137,0.1500078117,0.0439403819,21,100
Market-Adjusted Model,13032,2023-02-23,-0.201767309,-0.05047069,-0.14274979,21,100
Market-Adjusted Model,13033,2023-02-23,-0.059036393,-0.000268064,-0.000018873,21,100
Market-Adjusted Model,13034,2023-02-23,-0.036735346,0.0240620991,0.0222821729,21,100
Market-Adjusted Model,13035,2023-02-23,-0.064664936,-0.005617056,-0.005647416,21,100
Market-Adjusted Model,13046,2023-02-23,-0.046678453,0.0137246613,0.012339066,21,100
Market-Adjusted Model,13076,2023-02-23,-0.015825995,0.0447904425,0.0431915247,21,100
Market-Adjusted Model,13079,2023-02-23,-0.161002556,-0.101988689,-0.101985037,21,100
Market-Adjusted Model,13085,2023-02-23,-0.083445517,-0.025227719,-0.024427997,21,100
Market-Adjusted Model,13089,2023-02-23,-0.143136704,-0.091382571,-0.084119185,21,100
Market-Adjusted Model,13092,2023-02-23,-0.164242209,-0.114771535,-0.10522469,21,100
Market-Adjusted Model,13102,2023-02-23,-0.010509308,0.0518152736,0.0485082117,21,100
Market-Adjusted Model,13103,2023-02-23,-0.021395939,0.0429999471,0.0376215806,21,100
Market-Adjusted Model,13105,2023-02-23,-0.137097802,-0.080491299,-0.078080283,21,100
Market-Adjusted Model,13108,2023-02-23,-0.281954884,-0.256335055,-0.222937365,21,100
Market-Adjusted Model,13111,2023-02-23,0.0558823019,0.1220594415,0.1148998212,21,100
Market-Adjusted Model,13114,2023-02-23,-0.130683359,-0.076865873,-0.07166584,21,100
Market-Adjusted Model,13116,2023-02-23,0.0656955547,0.1365692654,0.124713074,21,100
Market-Adjusted Model,13122,2023-02-23,-0.013290109,0.0488256035,0.0457274106,21,100
Market-Adjusted Model,13124,2023-02-23,-0.101799654,-0.031848145,-0.042782135,21,100
Market-Adjusted Model,13126,2023-02-23,-0.083076146,-0.025441377,-0.024058627,21,100
Market-Adjusted Model,13129,2023-02-23,-0.067559977,-0.004190774,-0.008542458,21,100
Market-Adjusted Model,13130,2023-02-23,-0.05183858,0.0070980845,0.0071789394,21,100
Market-Adjusted Model,13131,2023-02-23,-0.077220771,-0.019491459,-0.018203251,21,100
Market-Adjusted Model,13132,2023-02-23,-0.041683168,0.0203616743,0.0173343511,21,100
Market-Adjusted Model,13137,2023-02-23,-0.004557989,0.0552088054,0.0544595304,21,100
Market-Adjusted Model,13138,2023-02-23,0.0062140477,0.0659590328,0.065231567,21,100
Market-Adjusted Model,13142,2023-02-23,-0.333484047,-0.308604584,-0.274466527,21,100
Market-Adjusted Model,13159,2023-02-23,-0.083712548,0.004916482,-0.024695028,21,100
Market-Adjusted Model,13168,2023-02-23,-0.170872946,-0.116978931,-0.111855427,21,100
Market-Adjusted Model,13176,2023-02-23,-0.052030297,0.007058932,0.0069872224,21,100
Market-Adjusted Model,13180,2023-02-23,-0.005102033,0.0575369484,0.0539154859,21,100
Market-Adjusted Model,13181,2023-02-23,-0.041956167,0.0213270406,0.0170613522,21,100
Market-Adjusted Model,13182,2023-02-23,-0.048883295,0.0104976868,0.0101342242,21,100
Market-Adjusted Model,13188,2023-02-23,-0.07020335,-0.01068499,-0.011185831,21,100
Market-Adjusted Model,13189,2023-02-23,-0.030840708,0.0287124022,0.0281768112,21,100
Market-Adjusted Model,13190,2023-02-23,-0.025659595,0.0341074406,0.0333579243,21,100
Market-Adjusted Model,13193,2023-02-23,0.0235253254,0.0835908948,0.0825428447,21,100
Market-Adjusted Model,13196,2023-02-23,-0.045996594,0.0183218229,0.0130209253,21,100
Market-Adjusted Model,13198,2023-02-23,0.006174631,0.0667442338,0.0651921504,21,100
Market-Adjusted Model,13202,2023-02-23,-0.38362319,-0.396061323,-0.324605671,21,100
Market-Adjusted Model,13206,2023-02-23,-0.024299085,0.0365379096,0.0347184344,21,100
Market-Adjusted Model,13210,2023-02-23,-0.204806635,-0.163495801,-0.145789116,21,100
Market-Adjusted Model,13211,2023-02-23,-0.035167078,0.0258739509,0.0238504409,21,100
Market-Adjusted Model,13214,2023-02-23,-0.033564434,0.0272191227,0.0254530858,21,100
Market-Adjusted Model,13217,2023-02-23,-0.023205397,0.0371901125,0.0358121228,21,100
Market-Adjusted Model,13219,2023-02-23,-0.006537532,0.055283309,0.0524799876,21,100
Market-Adjusted Model,13220,2023-02-23,0.001039157,0.0619426506,0.0600566763,21,100
Market-Adjusted Model,13221,2023-02-23,-0.012425807,0.0481536137,0.046591712,21,100
Market-Adjusted Model,13228,2023-02-23,-0.027076833,0.0328105252,0.0319406866,21,100
Market-Adjusted Model,13229,2023-02-23,-0.021696297,0.038879884,0.0373212219,21,100
Market-Adjusted Model,13230,2023-02-23,-0.117427709,-0.061432859,-0.05841019,21,100
Market-Adjusted Model,13233,2023-02-23,-0.13736955,-0.085571928,-0.078352031,21,100
Market-Adjusted Model,13234,2023-02-23,-0.036080326,0.0248761912,0.022937193,21,100
Market-Adjusted Model,13235,2023-02-23,-0.012763963,0.0477596701,0.0462535561,21,100
Market-Adjusted Model,13236,2023-02-23,-0.060948584,-0.000080261,-0.001931065,21,100
Market-Adjusted Model,13240,2023-02-23,-0.012544278,0.0472775284,0.0464732418,21,100
Market-Adjusted Model,13241,2023-02-23,-0.02692213,0.0326999053,0.0320953897,21,100
Market-Adjusted Model,13242,2023-02-23,-0.013925662,0.0458572202,0.0450918569,21,100
Market-Adjusted Model,13244,2023-02-23,-0.172971625,-0.116975486,-0.113954105,21,100
Market-Adjusted Model,13245,2023-02-23,-0.007655801,0.0527361601,0.0513617183,21,100
Market-Adjusted Model,13246,2023-02-23,-0.002891711,0.0573339816,0.0561258086,21,100
Market-Adjusted Model,13249,2023-02-23,0.0233917517,0.0961915442,0.082409271,21,100
Market-Adjusted Model,13252,2023-02-23,-0.050596537,0.0086508466,0.0084209828,21,100
Market-Adjusted Model,13253,2023-02-23,-0.015522837,0.0624979342,0.0434946827,21,100
Market-Adjusted Model,13254,2023-02-23,-0.0450492,0.0141115188,0.0139683191,21,100
Market-Adjusted Model,13260,2023-02-23,-0.232919247,-0.1728928,-0.173901728,21,100
Market-Adjusted Model,13265,2023-02-23,-0.197138331,-0.138727275,-0.138120812,21,100
Market-Adjusted Model,13268,2023-02-23,-0.06865324,-0.010038302,-0.009635721,21,100
Market-Adjusted Model,13273,2023-02-23,-0.019744524,0.0400635781,0.0392729952,21,100
Market-Adjusted Model,13278,2023-02-23,-0.217590961,-0.179953271,-0.158573441,21,100
Market-Adjusted Model,13279,2023-02-23,-0.430010099,-0.45631123,-0.37099258,21,100
Market-Adjusted Model,13284,2023-02-23,0.0344779169,0.0996156988,0.0934954362,21,100
Market-Adjusted Model,13286,2023-02-23,0.0014563869,0.0658480254,0.0604739062,21,100
Market-Adjusted Model,13293,2023-02-23,-0.056425896,0.0033040191,0.0025916231,21,100
Market-Adjusted Model,13296,2023-02-23,-0.059381115,-0.000626887,-0.000363596,21,100
Market-Adjusted Model,13300,2023-02-23,-0.018064189,0.0416512437,0.0409533303,21,100
Market-Adjusted Model,13301,2023-02-23,0.0817433875,0.1488047632,0.1407609068,21,100
Market-Adjusted Model,13302,2023-02-23,-0.195921627,-0.152372778,-0.136904108,21,100
Market-Adjusted Model,13303,2023-02-23,-0.047608517,0.0140742087,0.0114090027,21,100
Market-Adjusted Model,13305,2023-02-23,-0.000142062,0.065491896,0.0588754575,21,100
Market-Adjusted Model,13308,2023-02-23,-0.018267703,0.0415977357,0.0407498167,21,100
Market-Adjusted Model,13310,2023-02-23,-0.032609999,0.0274012082,0.0264075205,21,100
Market-Adjusted Model,13315,2023-02-23,-0.015068507,0.0511078937,0.0439490124,21,100
Market-Adjusted Model,13318,2023-02-23,-0.101037782,-0.044204137,-0.042020263,21,100
Market-Adjusted Model,13321,2023-02-23,-0.214285776,-0.156549407,-0.155268256,21,100
Market-Adjusted Model,13322,2023-02-23,-0.012201562,0.0476655846,0.0468159576,21,100
Market-Adjusted Model,13323,2023-02-23,-0.055195662,0.0125127835,0.0038218573,21,100
Market-Adjusted Model,13324,2023-02-23,0.1170212351,0.2137450235,0.1760387545,21,100
Market-Adjusted Model,13325,2023-02-23,-0.04194631,0.0180048314,0.0170712092,21,100
Market-Adjusted Model,13326,2023-02-23,0.0494096959,0.1109158897,0.1084272152,21,100
Market-Adjusted Model,13328,2023-02-23,-0.115296829,-0.053062862,-0.05627931,21,100
Market-Adjusted Model,13332,2023-02-23,-0.162029495,-0.110604276,-0.103011976,21,100
Market-Adjusted Model,13337,2023-02-23,-0.100710484,-0.040369358,-0.041692965,21,100
Market-Adjusted Model,13341,2023-02-23,-0.003995258,0.0562573782,0.0550222617,21,100
Market-Adjusted Model,13343,2023-02-23,-0.225199168,-0.187780807,-0.166181648,21,100
Market-Adjusted Model,13344,2023-02-23,-0.073037397,-0.014433586,-0.014019877,21,100
Market-Adjusted Model,13345,2023-02-23,-0.027697118,0.0320267109,0.0313204011,21,100
Market-Adjusted Model,13348,2023-02-23,-0.030594386,0.0290550872,0.0284231329,21,100
Market-Adjusted Model,13350,2023-02-23,-0.101617396,-0.042657546,-0.042599876,21,100
Market-Adjusted Model,13351,2023-02-23,-0.079593377,-0.022170577,-0.020575858,21,100
Market-Adjusted Model,13353,2023-02-23,-0.048041185,0.0125653923,0.0109763343,21,100
Market-Adjusted Model,13356,2023-02-23,-0.000714921,0.0638249811,0.0583025984,21,100
Market-Adjusted Model,13357,2023-02-23,-0.051583603,0.0074136819,0.0074339162,21,100
Market-Adjusted Model,13360,2023-02-23,-0.034982324,0.0248120495,0.0240351952,21,100
Market-Adjusted Model,13361,2023-02-23,-0.034991979,0.0244710171,0.0240255402,21,100
Market-Adjusted Model,13364,2023-02-23,-0.033375467,0.0262441123,0.0256420522,21,100
Market-Adjusted Model,13366,2023-02-23,-0.019145779,0.0457661342,0.0398717402,21,100
Market-Adjusted Model,13369,2023-02-23,-5.265985E-9,0.0707959408,0.059017514,21,100
Market-Adjusted Model,13375,2023-02-23,-0.103825123,-0.047364061,-0.044807603,21,100
Market-Adjusted Model,13376,2023-02-23,-0.057894742,0.0061506018,0.001122777,21,100
Market-Adjusted Model,13379,2023-02-23,-0.110211043,-0.052356437,-0.051193524,21,100
Market-Adjusted Model,13380,2023-02-23,-0.139784993,-0.08349839,-0.080767474,21,100
Market-Adjusted Model,13386,2023-02-23,-0.019801755,0.0401621457,0.0392157644,21,100
Market-Adjusted Model,13387,2023-02-23,-0.031200045,0.0284302959,0.0278174745,21,100
Market-Adjusted Model,13393,2023-02-23,-0.05972708,-0.000062289,-0.00070956,21,100
Market-Adjusted Model,13399,2023-02-23,-0.101882623,-0.044445072,-0.042865103,21,100
Market-Adjusted Model,13401,2023-02-23,-0.150326765,-0.098708521,-0.091309245,21,100
Market-Adjusted Model,13403,2023-02-23,0.1912057289,0.244443424,0.2502232482,21,100
Market-Adjusted Model,13405,2023-02-23,-0.080038536,-0.019903664,-0.021021016,21,100
Market-Adjusted Model,13407,2023-02-23,-0.051821276,0.0117088967,0.0071962431,21,100
Market-Adjusted Model,13410,2023-02-23,-0.044572648,0.0176697031,0.0144448715,21,100
Market-Adjusted Model,13411,2023-02-23,-0.138755965,-0.049529913,-0.079738446,21,100
Market-Adjusted Model,13412,2023-02-23,-0.337264115,-0.333117117,-0.278246596,21,100
Market-Adjusted Model,13428,2023-02-23,-0.082323128,-0.024934891,-0.023305609,21,100
Market-Adjusted Model,13429,2023-02-23,-0.059656233,0.00047689,-0.000638714,21,100
Market-Adjusted Model,13431,2023-02-23,-0.018259986,0.0426021695,0.0407575329,21,100
Market-Adjusted Model,13436,2023-02-23,-0.027737235,0.0322905166,0.0312802843,21,100
Market-Adjusted Model,13437,2023-02-23,-0.069892252,-0.011149742,-0.010874733,21,100
Market-Adjusted Model,13439,2023-02-23,-0.083264382,-0.024590001,-0.024246862,21,100
Market-Adjusted Model,13441,2023-02-23,0.0062174388,0.0670487604,0.0652349582,21,100
Market-Adjusted Model,13446,2023-02-23,-0.024110997,0.0356560628,0.0349065226,21,100
Market-Adjusted Model,13447,2023-02-23,-0.075033479,-0.015079057,-0.016015959,21,100
Market-Adjusted Model,13452,2023-02-23,-0.13807492,-0.080875764,-0.079057401,21,100
Market-Adjusted Model,13453,2023-02-23,0.0083995869,0.0682714295,0.0674171062,21,100
Market-Adjusted Model,13455,2023-02-23,-0.350000002,-0.355202959,-0.290982483,21,100
Market-Adjusted Model,13501,2023-02-23,-0.05041727,0.008748817,0.0086002493,21,100
Market-Adjusted Model,13503,2023-02-23,-0.02709016,0.032922066,0.0319273589,21,100
Market-Adjusted Model,13505,2023-02-23,-0.024437353,0.0357143,0.0345801668,21,100
Market-Adjusted Model,13508,2023-02-23,0.0755814276,0.1366769671,0.1345989469,21,100
Market-Adjusted Model,13510,2023-02-23,-0.04089439,0.0186539506,0.0181231291,21,100
Market-Adjusted Model,13511,2023-02-23,0.1547902398,0.2142649597,0.2138077591,21,100
Market-Adjusted Model,13512,2023-02-23,-0.051682826,0.0082649605,0.0073346931,21,100
Market-Adjusted Model,13519,2023-02-23,-0.024670949,0.0364975167,0.0343465707,21,100
Market-Adjusted Model,13520,2023-02-23,0.0241176349,0.0908193648,0.0831351542,21,100
Market-Adjusted Model,13527,2023-02-23,0.0061012079,0.0673643716,0.0651187272,21,100
Market-Adjusted Model,13528,2023-02-23,-0.095475861,-0.039618165,-0.036458342,21,100
Market-Adjusted Model,13534,2023-02-23,-0.005025336,0.0572209441,0.0539921834,21,100
